"","X","Site","Year","ID","Attempt","Nest_Fate","age","Date_Incubation","Date_Failure","Comments","unique_ID","tph","gc","cc","maxveg","avgveg","voveg","Died_Nesting","Nest_Random","site"
"6671",28,"WLA","2014","52",2,"0",NA,"6/10/2014","6/13/2014",""," 2 0",NA,65.4,80.288,137.5,65,65,"N",0,"WLA"
"6681",29,"WLA","2014","53",1,"0",NA,"4/27/2014","5/10/2014",""," 1 0",NA,63,79.456,200,101.25,108.75,"N",0,"WLA"
"6691",30,"WLA","2014","53",2,"0",NA,"5/26/2014","6/1/2014",""," 2 0",NA,17,96.096,72.5,11.25,5,"N",0,"WLA"
"6701",31,"WLA","2014","59",1,"1",NA,"4/29/2014","5/26/2014",""," 1 1",NA,60.4,63.232,131.25,40,17.5,"N",0,"WLA"
"6731",34,"WLA","2014","58",1,"0",NA,"7/5/2014","7/7/2014",""," 1 0",NA,43.6,97.136,68.75,41.25,36.25,"N",0,"WLA"
"6741",35,"WLA","2014","58",2,"0",NA,"6/5/2014","6/9/2014",""," 2 0",NA,78,73.84,188.75,137.5,178.75,"N",0,"WLA"
"6751",36,"WLA","2014","58",3,"0",NA,"5/8/2014","5/12/2014",""," 3 0",NA,8.4,99.008,197.5,70,20,"N",0,"WLA"
"6761",37,"WLA","2014","56",1,"0",NA,"4/15/2014","4/20/2014",""," 1 0",NA,13,13.52,121.25,76.25,41.25,"N",0,"WLA"
"6771",38,"WLA","2014","56",2,"0",NA,"5/18/2014","6/1/2014",""," 2 0",NA,54.8,61.152,198.75,116.25,93.75,"N",0,"WLA"
"6781",39,"WLA","2014","65",1,"0",NA,"5/15/2014","6/3/2014",""," 1 0",NA,25.4,97.344,187.5,65,17.5,"N",0,"WLA"
"6791",40,"WLA","2015","60273",1,"0",NA,"4/11/2015","4/18/2015",""," 1 0",NA,51,84.448,197.5,130,87.5,"N",0,"WLA"
"6801",41,"WLA","2015","60273",2,"1",NA,"5/9/2015","6/5/2015",""," 2 1",NA,61,17.472,123.75,61.25,38.75,"N",0,"WLA"
"6811",42,"WLA","2015","60275",1,"0",NA,"4/24/2015","4/30/2015",""," 1 0",NA,29,97.76,200,172.5,130,"N",0,"WLA"
"685",46,"WLA","2015","60327",1,"1",NA,"4/5/2015","5/1/2015",""," 1 1",NA,39.4,80.288,178.75,90,63.75,"N",0,"WLA"
"686",47,"WLA","2015","60327",2,"1",NA,"6/24/2015","7/19/2015",""," 2 1",NA,21.6,97.968,200,105,13.75,"N",0,"WLA"
"6881",49,"WLA","2015","60331",1,"0",NA,"5/5/2015","5/18/2015",""," 1 0",NA,86,55.952,52.5,45,45,"N",0,"WLA"
"6891",50,"WLA","2015","60332",1,"0",NA,"4/17/2015","4/23/2015",""," 1 0",NA,45.4,78.832,200,97.5,166.25,"N",0,"WLA"
"6901",51,"WLA","2015","60332",2,"0",NA,"5/15/2015","6/9/2015",""," 2 0",NA,66.8,59.28,192.5,110,130,"N",0,"WLA"
"6911",52,"WLA","2015","60332",3,"0",NA,"7/12/2015","7/20/2015",""," 3 0",NA,68,97.136,190,143.75,133.75,"N",0,"WLA"
"6921",53,"WLA","2015","60333",1,"0",NA,"5/14/2015","5/17/2015",""," 1 0",NA,68.6,72.176,155,95,106.25,"N",0,"WLA"
"693",54,"WLA","2015","60335",1,"0",NA,"4/18/2015","4/20/2015",""," 1 0",NA,77,81.328,151.25,103.75,93.75,"N",0,"WLA"
"6941",55,"WLA","2015","60335",2,"0",NA,"5/5/2015","5/28/2015",""," 2 0",NA,62.4,86.32,200,152.5,163.75,"N",0,"WLA"
"6951",56,"WLA","2015","60338",1,"1",NA,"4/15/2015","5/12/2015",""," 1 1",NA,72,49.088,142.5,83.75,63.75,"N",0,"WLA"
"6961",57,"WLA","2015","60340",1,"0",NA,"4/15/2015","5/2/2015",""," 1 0",NA,61.4,89.648,192.5,140,141.25,"N",0,"WLA"
"6971",58,"WLA","2015","60342",1,"0",NA,"4/18/2015","4/27/2015",""," 1 0",NA,54.2,66.976,180,113.75,106.25,"N",0,"WLA"
"6981",59,"WLA","2015","60342",2,"0",NA,"5/27/2015","6/5/2015",""," 2 0",NA,76.8,46.8,176.25,87.5,66.25,"N",0,"WLA"
"6991",60,"WLA","2015","60342",3,"0",NA,"7/7/2015","7/10/2015",""," 3 0",NA,56.6,65.936,193.75,127.5,133.75,"N",0,"WLA"
"7001",61,"WLA","2015","60343",1,"0",NA,"4/14/2015","4/26/2015",""," 1 0",NA,54.4,70.096,182.5,106.25,116.25,"N",0,"WLA"
"7011",62,"WLA","2015","60343",2,"1",NA,"5/19/2015","6/14/2015",""," 2 1",NA,23.8,84.032,117.5,52.5,5,"N",0,"WLA"
"7021",63,"WLA","2015","60345",1,"1",NA,"4/10/2015","5/7/2015",""," 1 1",NA,63.4,40.976,147.5,61.25,28.75,"N",0,"WLA"
"7031",64,"WLA","2015","60346",1,"0",NA,"4/8/2015","4/12/2015",""," 1 0",NA,71.2,93.392,192.5,90,77.5,"N",0,"WLA"
"7041",65,"WLA","2015","60346",2,"1",NA,"4/29/2015","5/26/2015",""," 2 1",NA,80.6,54.704,185,97.5,131.25,"N",0,"WLA"
"7051",66,"WLA","2015","60357",1,"0",NA,"4/23/2015","5/15/2015",""," 1 0",NA,73,94.224,195,120,140,"N",0,"WLA"
"7061",146,"WLA","2016","60487",1,"0",NA,"5/20/2017","6/6/2017","Abandonment"," 1 0",7,100,65.2,200,52.5,37.5,"N",0,"WLA"
"7071",147,"WLA","2016","60710",1,"0",NA,"5/16/2016","5/17/2016","Predator"," 1 0",2,43,16.6,200,25,22.5,"N",0,"WLA"
"7081",148,"WLA","2016","60717",1,"0",NA,"4/24/2016","4/27/2016","Predator"," 1 0",28,87,85.8,200,65,52.5,"N",0,"WLA"
"7091",149,"WLA","2016","60717",2,"0",NA,"5/22/2016","5/25/2016","Predator"," 2 0",16,96,90.4,200,27.5,12.5,"N",0,"WLA"
"7101",150,"WLA","2016","60489",1,"0",NA,"4/16/2017","5/7/2017","Predator"," 1 0",0,76,21.6,200,77.5,60,"N",0,"WLA"
"7111",151,"WLA","2016","60489",2,"0",NA,"6/14/2017","6/19/2017","Predator"," 2 0",0,98,10,200,200,200,"N",0,"WLA"
"7121",152,"WLA","2016","60490",1,"0",NA,"5/17/2016","5/19/2016","Predator"," 1 0",13,80,63,200,35,22.5,"N",0,"WLA"
"7131",153,"WLA","2016","60490",2,"0",NA,"6/9/2016","6/11/2016","Predator"," 2 0",13,100,72.8,200,95,112.5,"N",0,"WLA"
"7141",154,"WLA","2016","60488",2,"0",NA,"5/11/2017","5/27/2017","Predator"," 2 0",23,99,86.4,200,102.5,77.5,"N",0,"WLA"
"7151",155,"WLA","2016","60492",1,"0",NA,"5/23/2017","6/21/2017","Predator"," 1 0",16,99,90.8,200,200,200,"N",0,"WLA"
"7171",157,"WLA","2016","60410",2,"1",NA,"5/26/2017","6/21/2017",""," 2 1",13,96,87.2,200,150,137.5,"N",0,"WLA"
"7181",158,"WLA","2016","60414",1,"0",NA,"5/4/2017","5/6/2017","Predator"," 1 0",1,70,27.8,200,47.5,47.5,"Y",0,"WLA"
"7191",159,"WLA","2016","60721",1,"0",NA,"4/18/2017","4/27/2017","Predator"," 1 0",21,86,29.2,200,125,107.5,"N",0,"WLA"
"7201",160,"WLA","2016","60725",1,"0",NA,"4/13/2017","4/24/2017","Predator"," 1 0",16,100,76.8,200,75,65,"N",0,"WLA"
"7211",161,"WLA","2016","60709",1,"0",NA,"5/12/2016","5/16/2016","Predator"," 1 0",14,86,40.6,200,70,42.5,"N",0,"WLA"
"7221",162,"WLA","2016","60709",2,"0",NA,"6/3/2016","6/9/2016","Predator"," 2 0",0,93,42.6,200,142.5,125,"N",0,"WLA"
"7231",163,"WLA","2016","60730",1,"0",NA,"5/14/2017","5/27/2017","Predator"," 1 0",17,100,83.2,200,87.5,75,"N",0,"WLA"
"7241",164,"WLA","2016","60736",1,"0",NA,"5/5/2017","5/13/2017","Predator"," 1 0",7,74,27.8,200,32.5,30,"N",0,"WLA"
"7251",165,"WLA","2016","60728",1,"0",NA,"5/12/2017","5/29/2017","Predator"," 1 0",7,100,88.2,200,72.5,60,"N",0,"WLA"
"7261",166,"WLA","2016","60718",1,"0",NA,"5/13/2017","5/26/2017","Predator"," 1 0",1,92,79.6,200,132.5,122.5,"N",0,"WLA"
"7281",168,"WLA","2016","60723",1,"0",NA,"4/13/2017","4/21/2017","Predator"," 1 0",8,91,39.4,200,70,70,"Y",0,"WLA"
"7291",325,"WLA","2017","46053",1,"0",NA,"3/27/2017","4/20/2017","predator"," 1 0",29,100,93.8,200,122.5,122.5,"N",0,"WLA"
"7301",326,"WLA","2017","46053",2,"0",NA,"5/5/2017","6/5/2017","predator"," 2 0",24,100,33.6,90,47.5,37.5,"N",0,"WLA"
"7311",327,"WLA","2017","46058",1,"0",NA,"4/1/2017","5/9/2017","predator"," 1 0",10,99,70.8,200,167.5,132.5,"N",0,"WLA"
"7321",328,"WLA","2017","46062",1,"1",NA,"4/10/2017","5/17/2017",""," 1 1",6,58,31,200,10,10,"N",0,"WLA"
"7331",329,"WLA","2017","46062",2,"0",NA,"6/16/2017","7/3/2017","predator"," 2 0",4,85,29.8,65,42.5,32.5,"N",0,"WLA"
"7341",330,"WLA","2017","46051",1,"0",NA,"4/15/2017","5/17/2017","predator"," 1 0",23,99,81.2,185,152.5,152.5,"N",0,"WLA"
"7351",331,"WLA","2017","46036",1,"1",NA,"4/9/2017","5/16/2017",""," 1 1",12,100,89.2,195,130,117.5,"N",0,"WLA"
"7361",332,"WLA","2017","46034",1,"0",NA,"4/5/2017","5/1/2017","predator"," 1 0",9,68,37,200,55,50,"N",0,"WLA"
"7371",333,"WLA","2017","46060",1,"0",NA,"4/4/2017","4/19/2017","predator"," 1 0",3,13,6.4,200,112.5,112.5,"N",0,"WLA"
"7381",334,"WLA","2017","46060",2,"0",NA,"4/22/2017","5/29/2017","predator"," 2 0",7,100,17.6,192.5,117.5,117.5,"N",0,"WLA"
"7391",335,"WLA","2017","46060",3,"0",NA,"5/20/2017","6/12/2017","predator"," 3 0",11,70,74,170,70,67.5,"N",0,"WLA"
"7401",336,"WLA","2017","46057",1,"0",NA,"3/28/2017","4/14/2017","predator"," 1 0",0,60,0,200,72.5,70,"Y",0,"WLA"
"7411",337,"WLA","2017","46054",1,"1",NA,"3/19/2017","4/29/2017",""," 1 1",20,100,61.2,200,195,180,"N",0,"WLA"
"7421",338,"WLA","2017","46048",1,"1",NA,"4/1/2017","5/9/2017",""," 1 1",15,59,40,200,115,92.5,"N",0,"WLA"
"7431",339,"WLA","2017","46049",1,"0",NA,"3/25/2017","4/13/2017","predator"," 1 0",22,100,49.8,200,142.5,132.5,"N",0,"WLA"
"7441",340,"WLA","2017","46055",1,"1",NA,"3/12/2017","4/22/2017",""," 1 1",8,98,33,200,57.5,40,"N",0,"WLA"
"7451",341,"WLA","2017","46050",1,"0",NA,"3/29/2017","5/1/2017","predator"," 1 0",28,100,90.4,200,27.5,22.5,"N",0,"WLA"
"7461",342,"WLA","2017","46050",2,"0",NA,"6/15/2017","7/5/2017","predator"," 2 0",8,100,93.8,172.5,75,57.5,"N",0,"WLA"
"7471",343,"WLA","2017","46033",1,"0",NA,"3/22/2017","4/8/2017","predator"," 1 0",18,100,79,200,102.5,97.5,"Y",0,"WLA"
"7481",344,"WLA","2017","46039",1,"0",NA,"4/5/2017","5/2/2017","predator"," 1 0",12,77,89.2,200,72.5,47.5,"N",0,"WLA"
"7491",345,"WLA","2017","46039",2,"0",NA,"5/2/2017","6/7/2017","predator"," 2 0",16,93,32,152.5,105,92.5,"N",0,"WLA"
"7501",346,"WLA","2017","46063",1,"0",NA,"3/29/2017","4/16/2017","predator"," 1 0",13,63,55.2,200,170,147.5,"N",0,"WLA"
"7511",347,"WLA","2017","46063",2,"0",NA,"4/30/2017","6/1/2017","predator"," 2 0",18,100,70.6,195,172.5,172.5,"N",0,"WLA"
"7521",348,"WLA","2017","46040",1,"0",NA,"3/22/2017","4/18/2017","predator"," 1 0",19,90,72.8,200,162.5,105,"N",0,"WLA"
"7531",349,"WLA","2017","46040",2,"0",NA,"5/1/2017","6/2/2017","predator"," 2 0",17,100,49.4,192.5,112.5,112.5,"N",0,"WLA"
"7541",350,"WLA","2017","46064",1,"0",NA,"4/17/2017","5/5/2017","predator"," 1 0",9,98,56.4,200,152.5,147.5,"N",0,"WLA"
"755",351,"WLA","2017","46070",1,"0",NA,"3/27/2017","4/16/2017","predator"," 1 0",10,100,43.2,197.5,177.5,170,"N",0,"WLA"
"7561",352,"WLA","2017","46070",2,"1",NA,"4/23/2017","6/4/2017",""," 2 1",11,100,53.8,197.5,100,100,"N",0,"WLA"
"7571",353,"WLA","2017","46046",1,"0",NA,"5/5/2017","5/25/2017","predator"," 1 0",31,100,95.8,200,105,65,"N",0,"WLA"
"7581",354,"WLA","2017","46069",1,"0",NA,"4/12/2017","5/19/2017","predator"," 1 0",14,100,36.8,200,77.5,75,"N",0,"WLA"
"7591",355,"WLA","2017","46038",1,"0",NA,"3/20/2017","4/20/2017","predator"," 1 0",38,100,90,197.5,122.5,97.5,"N",0,"WLA"
"7601",356,"WLA","2017","46038",2,"0",NA,"5/3/2017","5/16/2017","predator"," 2 0",8,98,57.2,192.5,147.5,137.5,"N",0,"WLA"
"7611",357,"WLA","2017","46045",1,"0",NA,"3/26/2017","4/21/2017","predator"," 1 0",20,100,85,197.5,125,40,"N",0,"WLA"
"7621",358,"WLA","2017","46045",2,"1",NA,"5/12/2017","6/17/2017",""," 2 1",15,99,88.6,192.5,115,92.5,"N",0,"WLA"
"7631",359,"WLA","2017","46037",1,"0",NA,"4/15/2017","5/18/2017","predator"," 1 0",11,88,59.8,200,137.5,95,"N",0,"WLA"
"7641",360,"WLA","2017","46041",1,"0",NA,"3/22/2017","4/10/2017","predator"," 1 0",15,100,49.6,200,175,175,"N",0,"WLA"
"7651",361,"WLA","2017","46041",2,"0",NA,"4/17/2017","5/9/2017","predator"," 2 0",6,97,17,200,122.5,122.5,"N",0,"WLA"
"7661",362,"WLA","2017","46047",1,"0",NA,"3/31/2017","4/16/2017","predator"," 1 0",21,100,93.6,197.5,190,115,"N",0,"WLA"
"7671",363,"WLA","2017","46047",2,"0",NA,"4/27/2017","5/16/2017","predator"," 2 0",10,100,64.2,175,130,125,"N",0,"WLA"
"7681",364,"WLA","2017","46035",1,"0",NA,"4/26/2017","4/30/2017","Predator"," 1 0",16,100,58.3,192.5,145,125,"N",0,"WLA"
"7691",365,"WLA","2017","46086",1,"0",NA,"4/16/2017","4/16/2017","Predator"," 1 0",30,100,54.2,197.5,172.5,165,"N",0,"WLA"
"7701",366,"WLA","2017","46086",2,"0",NA,"5/25/2017","5/30/2017","Predator"," 2 0",17,100,58.2,200,200,200,"N",0,"WLA"
"7711",367,"WLA","2017","46087",1,"0",NA,"5/2/2017","5/5/2017","Predator"," 1 0",10,83,90,200,140,137.5,"N",0,"WLA"
"7721",368,"WLA","2017","46090",1,"0",NA,"4/15/2017","4/29/2017","Predator"," 1 0",15,53,23.2,200,42.5,40,"N",0,"WLA"
"773",369,"WLA","2017","46074",1,"0",NA,"4/30/2017","5/14/2017","Predator"," 1 0",6,100,84.8,200,200,200,"N",0,"WLA"
"774",370,"WLA","2017","46077",1,"0",NA,"4/12/2017","4/18/2017","Predator"," 1 0",0,100,2,197.5,65,65,"N",0,"WLA"
"7751",371,"WLA","2017","46088",1,"0",NA,"4/19/2017","5/12/2017","Predator"," 1 0",22,100,65.6,200,150,147.5,"N",0,"WLA"
"7761",372,"WLA","2017","46088",2,"0",NA,"6/18/2017","7/14/2017","Predator"," 2 0",0,95,85.6,112.5,62.5,45,"N",0,"WLA"
"7771",373,"WLA","2017","46082",1,"0",NA,"5/8/2017","5/28/2017","Predator"," 1 0",16,100,65.8,137.5,105,85,"N",0,"WLA"
"7781",374,"WLA","2017","46089",1,"0",NA,"4/26/2017","4/29/2017","Predator"," 1 0",16,100,87.6,200,110,110,"N",0,"WLA"
"7791",375,"WLA","2017","46079",1,"0",NA,"5/9/2017","5/17/2017","Predator"," 1 0",34,99,85.2,200,157.5,140,"N",0,"WLA"
"7801",376,"WLA","2017","46073",1,"0",NA,"4/10/2017","5/2/2017","Predator"," 1 0",17,100,96,185,177.5,175,"N",0,"WLA"
"7811",377,"WLA","2017","46097",1,"1",NA,"4/27/2017","5/24/2017",""," 1 1",21,100,90.2,200,177.5,172.5,"N",0,"WLA"
"7821",378,"WLA","2017","46067",1,"0",NA,"4/27/2017","4/28/2017","Predator"," 1 0",16,82,80.6,200,20,20,"N",0,"WLA"
"7831",379,"WLA","2017","46067",2,"0",NA,"5/23/2017","5/23/2017","Predator"," 2 0",15,91,40,200,162.5,147.5,"N",0,"WLA"
"7841",380,"WLA","2017","46067",3,"0",NA,"6/7/2017","6/18/2017","Predator"," 3 0",35,83,91,200,162.5,122.5,"N",0,"WLA"
"7851",381,"WLA","2017","46068",1,"0",NA,"5/6/2017","5/19/2017","Predator"," 1 0",0,85,22.8,145,85,82.5,"N",0,"WLA"
"7861",382,"WLA","2017","46068",2,"0",NA,"6/15/2017","6/18/2017","Predator"," 2 0",20,100,92.4,200,200,200,"N",0,"WLA"
"7871",383,"WLA","2017","46083",1,"0",NA,"5/3/2017","5/3/2017","Predator"," 1 0",5,100,34.2,200,142.5,127.5,"N",0,"WLA"
"8031",455,"WLA","2018","61178",1,"0",NA,"4/15/2018","5/1/2018",NA," 1 0",21,NA,90.2,157.5,80,47.5,"N",0,"WLA"
"8041",456,"WLA","2018","61177",1,"0",NA,"5/8/2018","5/21/2018",NA," 1 0",19,NA,83,192.5,117.5,102.5,"N",0,"WLA"
"8051",457,"WLA","2018","61159",1,"0",NA,"5/24/2018","5/29/2018",NA," 1 0",21,NA,90,142.5,87.5,57.5,"N",0,"WLA"
"8061",458,"WLA","2018","61173",1,"0",NA,"5/13/2018","5/13/2018",NA," 1 0",14,NA,95,42.5,25,22.5,"Y",0,"WLA"
"8071",459,"WLA","2018","61155",1,"0",NA,"4/20/2018","4/26/2018",NA," 1 0",30,NA,29.8,152.5,120,60,"N",0,"WLA"
"8081",460,"WLA","2018","61155",2,"0",NA,"5/19/2018","5/19/2018",NA," 2 0",22,NA,89.6,200,177.5,132.5,"N",0,"WLA"
"8091",461,"WLA","2018","61155",3,"0",NA,"6/11/2018","6/13/2018",NA," 3 0",5,86,73.2,132.5,62.5,42.5,"N",0,"WLA"
"8101",462,"WLA","2018","61164",1,"0",NA,"5/12/2018","5/22/2018",NA," 1 0",12,NA,78.8,200,145,172.5,"N",0,"WLA"
"8111",463,"WLA","2018","61152",1,"0",NA,"4/30/2018","5/25/2018",NA," 1 0",36,NA,84.4,177.5,77.5,127.5,"Y",0,"WLA"
"8121",464,"WLA","2018","61156",1,"0",NA,"4/22/2018","4/28/2018",NA," 1 0",16,NA,82,135,97.5,70,"N",0,"WLA"
"8131",465,"WLA","2018","61162",1,"0",NA,"5/15/2018","5/16/2018",NA," 1 0",0,NA,85.2,200,110,102.5,"N",0,"WLA"
"8141",466,"WLA","2018","61162",2,"0",NA,"6/10/2018","6/11/2018",NA," 2 0",15,100,94,170,92.5,45,"N",0,"WLA"
"8151",467,"WLA","2018","61151",1,"0",NA,"4/10/2018","4/13/2018",NA," 1 0",18,NA,82.4,142,132.5,95,"N",0,"WLA"
"8161",468,"WLA","2018","61151",2,"0",NA,"5/23/2018","5/24/2018",NA," 2 0",13,NA,90.4,200,162.5,175,"N",0,"WLA"
"8171",469,"WLA","2018","61148",1,"0",NA,"4/17/2018","4/24/2018",NA," 1 0",13,NA,84.4,200,200,107.5,"Y",0,"WLA"
"8181",470,"WLA","2018","61161",1,"0",NA,"5/7/2018","5/11/2018",NA," 1 0",14,NA,79.4,155,47.5,25,"N",0,"WLA"
"8191",471,"WLA","2018","46193",1,"0",NA,"5/13/2018","5/14/2018",NA," 1 0",4,NA,62.6,200,117.5,132.5,"N",0,"WLA"
"8201",472,"WLA","2018","46193",2,"1",NA,"5/31/2018","6/26/2018",NA," 2 1",15,NA,81,197.5,142.5,112.5,"N",0,"WLA"
"8211",473,"WLA","2018","46169",1,"0",NA,"4/17/2018","4/26/2018",NA," 1 0",0,NA,0,87.5,52.5,62.5,"N",0,"WLA"
"8221",474,"WLA","2018","46169",2,"0",NA,"5/22/2018","5/22/2018",NA," 2 0",15,NA,71.2,200,167.5,132.5,"N",0,"WLA"
"8231",475,"WLA","2018","46169",3,"0",NA,"6/9/2018","6/19/2018",NA," 3 0",20,100,94,195,100,50,"N",0,"WLA"
"8241",476,"WLA","2018","46185",1,"0",NA,"5/5/2018","5/18/2018",NA," 1 0",7,NA,52.6,180,105,127.5,"N",0,"WLA"
"8251",477,"WLA","2018","46196",1,"1",NA,"5/5/2018","6/1/2018",NA," 1 1",17,NA,66,200,157.5,180,"N",0,"WLA"
"8261",478,"WLA","2018","61169",1,"0",NA,"5/19/2018","5/22/2018",NA," 1 0",2,NA,6.8,200,127.5,107.5,"N",0,"WLA"
"8271",479,"WLA","2018","61174",1,"1",NA,"4/24/2018","5/20/2018",NA," 1 1",52,NA,81.8,192.5,145,137.5,"N",0,"WLA"
"8281",480,"WLA","2018","61150",1,"0",NA,"4/17/2018","4/19/2018",NA," 1 0",9,NA,80.2,200,200,200,"N",0,"WLA"
"8291",481,"WLA","2018","61150",2,"0",NA,"5/4/2018","5/27/2018",NA," 2 0",3,NA,50.2,197.5,100,157.5,"N",0,"WLA"
"8301",482,"WLA","2018","61172",1,"0",NA,"4/16/2018","4/20/2018",NA," 1 0",24,NA,46,140,85,47.5,"N",0,"WLA"
"8311",483,"WLA","2018","61172",2,"0",NA,"5/21/2018","5/22/2018",NA," 2 0",0,NA,34.6,200,175,120,"N",0,"WLA"
"8321",484,"WLA","2018","61172",3,"0",NA,"6/10/2108","6/11/2018","predator"," 3 0",14,NA,90.8,135,72.5,27.5,"N",0,"WLA"
"8331",485,"WLA","2018","61172",3,"0",NA,"6/10/2108","6/11/2018",NA," 3 0",12,NA,94.2,177.5,97.5,45,"N",0,"WLA"
"8341",486,"WLA","2018","61149",1,"0",NA,"4/23/2018","5/7/2018",NA," 1 0",7,NA,46.4,185,200,152.5,"Y",0,"WLA"
"8361",488,"WLA","2018","61154",1,"1",NA,"4/12/2018","5/11/2018",NA," 1 1",29,NA,76.6,190,162.5,22.5,"N",0,"WLA"
"8371",489,"WLA","2018","61160",1,"0",NA,"4/10/2018","4/13/2018",NA," 1 0",29,NA,65.4,200,200,135,"N",0,"WLA"
"8381",490,"WLA","2018","61160",2,"0",NA,"5/2/2018","5/15/2018",NA," 2 0",15,NA,55.8,70,42.5,27.5,"N",0,"WLA"
"8391",491,"WLA","2018","61160",3,"0",NA,"6/14/2018","6/22/2018","Predator"," 3 0",0,NA,14.8,185,152.5,127.5,"N",0,"WLA"
"8401",492,"WLA","2018","61160",3,"0",NA,"6/14/2018","6/22/2018",NA," 3 0",16,NA,92.4,162.5,100,67.5,"N",0,"WLA"
"8411",493,"WLA","2018","61171",1,"0",NA,"5/7/2018","5/30/2018",NA," 1 0",12,NA,85,200,100,37.5,"N",0,"WLA"
"8421",494,"WLA","2018","61176",1,"0",NA,"4/12/2018","4/29/2018",NA," 1 0",NA,NA,NA,NA,NA,NA,"N",0,"WLA"
"8431",495,"WLA","2018","61176",2,"0",NA,"6/1/2018","6/16/2018",NA," 2 0",34,NA,88.2,187.5,97.5,112.5,"N",0,"WLA"
"8441",496,"WLA","2018","61158",1,"0",NA,"5/6/2018","5/11/2018",NA," 1 0",27,NA,66,177.5,95,92.5,"N",0,"WLA"
"8451",497,"WLA","2018","61170",1,"0",NA,"5/14/2018","5/23/2108",NA," 1 0",16,NA,52,165,42.5,30,"N",0,"WLA"
"8461",498,"WLA","2018","61166",1,"0",NA,"4/24/2018","4/27/2018",NA," 1 0",36,NA,69,185,85,95,"Y",0,"WLA"
"8471",499,"WLA","2018","61166",2,"0",NA,"5/16/2018","5/17/2018",NA," 2 0",14,NA,58.8,165,105,72.5,"Y",0,"WLA"
"8491",556,"WLA","2019","46474",1,"1",NA,"4/28/2019","5/25/2019",""," 1 1",17,92,87.4,195,147.5,95,"N",0,"WLA"
"8501",557,"WLA","2019","46485",1,"0",NA,"4/19/2019","4/22/2019","Abandonment"," 1 0",7,95,83,190,155,117.5,"N",0,"WLA"
"8511",558,"WLA","2019","46485",2,"0",NA,"5/17/2019","6/2/2019","U"," 2 0",23,99,76.8,200,155,125,"N",0,"WLA"
"8521",559,"WLA","2019","46491",1,"0",NA,"4/14/2019","4/20/2019","U"," 1 0",25,83,57.6,195,107.5,90,"N",0,"WLA"
"8531",560,"WLA","2019","46491",2,"0",NA,"5/15/2019","5/23/2019","U"," 2 0",13,85,75.4,200,160,147.5,"N",0,"WLA"
"8541",561,"WLA","2019","46491",3,"0",NA,"6/21/2019","6/23/2019","U"," 3 0",24,94,76.4,200,172.5,80,"N",0,"WLA"
"8551",562,"WLA","2019","46738",1,"0",NA,"4/15/2019","4/18/2019","Predator"," 1 0",3,76,38.8,167.5,77.5,95,"N",0,"WLA"
"8561",563,"WLA","2019","46738",2,"1",NA,"5/8/2019","6/4/2019",""," 2 1",10,87,54,200,177.5,172.5,"N",0,"WLA"
"8571",564,"WLA","2019","46490",1,"0",NA,"5/16/2019","5/31/2019","predator"," 1 0",10,91,59.8,127.5,77.5,90,"N",0,"WLA"
"8581",565,"WLA","2019","46475",1,"0",NA,"4/9/2019","4/19/2019","predator"," 1 0",4,96,85.2,200,115,72.5,"N",0,"WLA"
"8591",566,"WLA","2019","46475",2,"1",NA,"5/15/2019","6/10/2019",""," 2 1",22,90,82.6,200,172.5,152.2,"N",0,"WLA"
"8601",567,"WLA","2019","46479",1,"0",NA,"4/14/2019","4/18/2019","Predator"," 1 0",21,95,55.2,195,130,142.5,"N",0,"WLA"
"8611",568,"WLA","2019","46479",2,"0",NA,"5/5/2019","5/6/2019","U"," 2 0",19,95,66.2,200,192.5,187.5,"N",0,"WLA"
"8621",569,"WLA","2019","46479",3,"0",NA,"5/27/2019","5/31/2019","U"," 3 0",15,99,85,200,195,117.5,"N",0,"WLA"
"8641",571,"WLA","2019","46739",1,"1",NA,"4/17/2019","5/16/2019",""," 1 1",7,94,82,185,97.5,102.5,"N",0,"WLA"
"8651",572,"WLA","2019","46477",1,"0",NA,"4/5/2019","4/15/2019","U"," 1 0",6,49,66.8,147.5,55,50,"N",0,"WLA"
"8661",573,"WLA","2019","46477",2,"0",NA,"5/15/2019","5/19/2019","U"," 2 0",29,98,82,190,147.5,95,"N",0,"WLA"
"8671",574,"WLA","2019","46477",3,"0",NA,"6/7/2019","6/15/2019","predator"," 3 0",10,98,64.8,162.5,122.5,70,"N",0,"WLA"
"8681",575,"WLA","2019","46469",1,"0",NA,"4/16/2019","5/10/2019","U"," 1 0",9,98,52.4,180,132.5,107.5,"N",0,"WLA"
"8691",576,"WLA","2019","46495",1,"0",NA,"6/6/2019","6/10/2019","U"," 1 0",2,87,2.8,177.5,125,102.5,"N",0,"WLA"
"8711",578,"WLA","2019","46464",1,"0",NA,"4/2/2019","4/11/2019","predator"," 1 0",3,100,93.4,167.5,122.5,67.5,"N",0,"WLA"
"8721",579,"WLA","2019","46464",2,"0",NA,"5/18/2019","5/24/2019","predator"," 2 0",0,86,6,160,110,107.5,"N",0,"WLA"
"8731",580,"WLA","2019","46464",3,"0",NA,"6/19/2019","6/24/2019","predator"," 3 0",24,91,92,175,145,37.5,"N",0,"WLA"
"8741",581,"WLA","2019","46476",1,"0",NA,"4/1/2019","4/18/2019","predator"," 1 0",22,80,71.2,197.5,165,155,"N",0,"WLA"
